date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2018-02-19,11,1,11,132,2018-02,61.19
2018-02-20,0,0,0,0,2018-02,0.0
2018-02-21,120,4,113,907,2018-02,427.7700000000001
2018-02-22,0,0,0,0,2018-02,0.0
2018-02-23,0,0,0,0,2018-02,0.0
2018-02-24,0,0,0,0,2018-02,0.0
2018-02-25,0,0,0,0,2018-02,0.0
2018-02-26,0,0,0,0,2018-02,0.0
2018-02-27,0,0,0,0,2018-02,0.0
2018-02-28,103,5,96,1088,2018-02,271.1600000000001
2018-03-01,67,2,62,530,2018-03,297.84000000000003
2018-03-02,17,2,17,179,2018-03,11.13
2018-03-03,0,0,0,0,2018-03,0.0
2018-03-04,0,0,0,0,2018-03,0.0
2018-03-05,0,0,0,0,2018-03,0.0
2018-03-06,6,2,6,14,2018-03,69.25000000000001
2018-03-07,36,2,36,202,2018-03,189.01
2018-03-08,0,0,0,0,2018-03,0.0
2018-03-09,36,1,36,316,2018-03,174.55999999999997
2018-03-10,0,0,0,0,2018-03,0.0
2018-03-11,0,0,0,0,2018-03,0.0
2018-03-12,71,2,70,495,2018-03,281.16999999999996
2018-03-13,1,1,1,4,2018-03,3.75
2018-03-14,19,1,19,112,2018-03,113.53000000000002
2018-03-15,42,2,42,328,2018-03,215.44
2018-03-16,58,1,58,415,2018-03,260.51
2018-03-17,0,0,0,0,2018-03,0.0
2018-03-18,0,0,0,0,2018-03,0.0
2018-03-19,33,1,33,315,2018-03,90.57000000000001
2018-03-20,16,1,16,100,2018-03,107.75
2018-03-21,31,9,27,122,2018-03,1972.28
2018-03-22,91,2,81,543,2018-03,369.53000000000003
2018-03-23,31,1,31,222,2018-03,164.95
2018-03-24,0,0,0,0,2018-03,0.0
2018-03-25,0,0,0,0,2018-03,0.0
2018-03-26,0,0,0,0,2018-03,0.0
2018-03-27,81,3,81,559,2018-03,365.57
2018-03-28,0,0,0,0,2018-03,0.0
2018-03-29,0,0,0,0,2018-03,0.0
2018-03-30,0,0,0,0,2018-03,0.0
2018-03-31,0,0,0,0,2018-03,0.0
2018-04-01,0,0,0,0,2018-04,0.0
2018-04-02,0,0,0,0,2018-04,0.0
2018-04-03,0,0,0,0,2018-04,0.0
2018-04-04,15,1,15,122,2018-04,74.54
2018-04-05,0,0,0,0,2018-04,0.0
2018-04-06,0,0,0,0,2018-04,0.0
2018-04-07,0,0,0,0,2018-04,0.0
2018-04-08,0,0,0,0,2018-04,0.0
2018-04-09,51,3,51,521,2018-04,153.23999999999998
2018-04-10,42,3,42,516,2018-04,98.62
2018-04-11,53,1,53,526,2018-04,130.96
2018-04-12,0,0,0,0,2018-04,0.0
2018-04-13,0,0,0,0,2018-04,0.0
2018-04-14,0,0,0,0,2018-04,0.0
2018-04-15,0,0,0,0,2018-04,0.0
2018-04-16,101,3,94,906,2018-04,384.05
2018-04-17,36,1,36,288,2018-04,154.41
2018-04-18,0,0,0,0,2018-04,0.0
2018-04-19,63,3,61,553,2018-04,245.87999999999997
2018-04-20,0,0,0,0,2018-04,0.0
2018-04-21,0,0,0,0,2018-04,0.0
2018-04-22,40,1,40,250,2018-04,197.45
2018-04-23,103,4,99,909,2018-04,1057.4899999999998
2018-04-24,1,1,1,2,2018-04,12.75
2018-04-25,0,0,0,0,2018-04,0.0
2018-04-26,79,2,78,620,2018-04,321.03000000000003
2018-04-27,51,2,45,421,2018-04,100.75999999999999
2018-04-28,0,0,0,0,2018-04,0.0
2018-04-29,42,1,42,385,2018-04,111.37
2018-04-30,0,0,0,0,2018-04,0.0
2018-05-01,68,5,67,560,2018-05,685.3399999999999
2018-05-02,0,0,0,0,2018-05,0.0
2018-05-03,196,2,182,1355,2018-05,671.1199999999999
2018-05-04,0,0,0,0,2018-05,0.0
2018-05-05,0,0,0,0,2018-05,0.0
2018-05-06,165,3,160,1530,2018-05,625.0899999999999
2018-05-07,54,2,53,356,2018-05,315.76
2018-05-08,55,1,55,434,2018-05,173.23000000000002
2018-05-09,0,0,0,0,2018-05,0.0
2018-05-10,24,1,24,281,2018-05,79.69
2018-05-11,2,1,2,4,2018-05,10.15
2018-05-12,0,0,0,0,2018-05,0.0
2018-05-13,0,0,0,0,2018-05,0.0
2018-05-14,56,1,56,415,2018-05,191.89999999999998
2018-05-15,0,0,0,0,2018-05,0.0
2018-05-16,2,1,2,2,2018-05,8.44
2018-05-17,28,2,27,180,2018-05,226.85
2018-05-18,24,1,24,202,2018-05,134.95
2018-05-19,0,0,0,0,2018-05,0.0
2018-05-20,0,0,0,0,2018-05,0.0
2018-05-21,30,1,30,243,2018-05,138.21999999999997
2018-05-22,1,1,1,2,2018-05,5.55
2018-05-23,69,1,69,509,2018-05,266.06
2018-05-24,0,0,0,0,2018-05,0.0
2018-05-25,0,0,0,0,2018-05,0.0
2018-05-26,0,0,0,0,2018-05,0.0
2018-05-27,0,0,0,0,2018-05,0.0
2018-05-28,0,0,0,0,2018-05,0.0
2018-05-29,0,0,0,0,2018-05,0.0
2018-05-30,0,0,0,0,2018-05,0.0
2018-05-31,74,3,67,724,2018-05,229.23000000000002
2018-06-01,0,0,0,0,2018-06,0.0
2018-06-02,0,0,0,0,2018-06,0.0
2018-06-03,0,0,0,0,2018-06,0.0
2018-06-04,0,0,0,0,2018-06,0.0
2018-06-05,0,0,0,0,2018-06,0.0
2018-06-06,0,0,0,0,2018-06,0.0
2018-06-07,2,1,2,7,2018-06,3.9000000000000004
2018-06-08,70,2,66,563,2018-06,316.89000000000004
2018-06-09,0,0,0,0,2018-06,0.0
2018-06-10,0,0,0,0,2018-06,0.0
2018-06-11,144,3,136,1156,2018-06,651.08
2018-06-12,50,2,50,532,2018-06,126.85
2018-06-13,7,1,7,36,2018-06,77.2
2018-06-14,50,3,50,332,2018-06,171.75
2018-06-15,0,0,0,0,2018-06,0.0
2018-06-16,0,0,0,0,2018-06,0.0
2018-06-17,5,1,5,72,2018-06,29.119999999999997
2018-06-18,0,0,0,0,2018-06,0.0
2018-06-19,12,1,12,130,2018-06,70.15
2018-06-20,83,3,76,546,2018-06,487.24
2018-06-21,36,2,34,237,2018-06,194.44999999999993
2018-06-22,40,1,40,271,2018-06,208.77
2018-06-23,0,0,0,0,2018-06,0.0
2018-06-24,0,0,0,0,2018-06,0.0
2018-06-25,0,0,0,0,2018-06,0.0
2018-06-26,7,1,7,50,2018-06,34.800000000000004
2018-06-27,71,6,68,467,2018-06,530.95
2018-06-28,55,1,55,443,2018-06,141.82999999999996
2018-06-29,0,0,0,0,2018-06,0.0
2018-06-30,0,0,0,0,2018-06,0.0
2018-07-01,0,0,0,0,2018-07,0.0
2018-07-02,13,1,13,137,2018-07,104.25
2018-07-03,17,1,17,183,2018-07,32.95
2018-07-04,108,3,105,971,2018-07,320.56
2018-07-05,0,0,0,0,2018-07,0.0
2018-07-06,102,3,102,891,2018-07,345.71000000000004
2018-07-07,0,0,0,0,2018-07,0.0
2018-07-08,0,0,0,0,2018-07,0.0
2018-07-09,41,2,40,304,2018-07,258.71
2018-07-10,90,2,87,734,2018-07,336.83000000000004
2018-07-11,82,4,76,691,2018-07,350.46000000000004
2018-07-12,9,1,9,107,2018-07,23.37
2018-07-13,54,5,52,442,2018-07,252.64999999999998
2018-07-14,0,0,0,0,2018-07,0.0
2018-07-15,20,1,20,139,2018-07,137.6
2018-07-16,1,1,1,1,2018-07,8.5
2018-07-17,32,1,32,254,2018-07,190.0
2018-07-18,1,1,1,2,2018-07,12.8
2018-07-19,0,0,0,0,2018-07,0.0
2018-07-20,0,0,0,0,2018-07,0.0
2018-07-21,0,0,0,0,2018-07,0.0
2018-07-22,8,2,7,23,2018-07,36.25
2018-07-23,11,3,10,81,2018-07,1276.02
2018-07-24,17,1,17,161,2018-07,112.54
2018-07-25,0,0,0,0,2018-07,0.0
2018-07-26,1,1,1,3,2018-07,29.95
2018-07-27,33,2,33,246,2018-07,108.52
2018-07-28,0,0,0,0,2018-07,0.0
2018-07-29,0,0,0,0,2018-07,0.0
2018-07-30,0,0,0,0,2018-07,0.0
2018-07-31,59,2,59,535,2018-07,196.14999999999998
2018-08-01,0,0,0,0,2018-08,0.0
2018-08-02,77,1,73,322,2018-08,314.58
2018-08-03,1,1,1,1,2018-08,8.5
2018-08-04,0,0,0,0,2018-08,0.0
2018-08-05,21,1,21,206,2018-08,55.6
2018-08-06,16,2,16,108,2018-08,115.64999999999999
2018-08-07,0,0,0,0,2018-08,0.0
2018-08-08,2,2,2,3,2018-08,77.27
2018-08-09,25,2,25,190,2018-08,68.3
2018-08-10,28,1,28,194,2018-08,136.08999999999997
2018-08-11,0,0,0,0,2018-08,0.0
2018-08-12,73,3,68,660,2018-08,327.72999999999996
2018-08-13,0,0,0,0,2018-08,0.0
2018-08-14,0,0,0,0,2018-08,0.0
2018-08-15,69,2,65,815,2018-08,179.14000000000001
2018-08-16,36,4,35,273,2018-08,203.10999999999999
2018-08-17,67,4,61,514,2018-08,357.27
2018-08-18,0,0,0,0,2018-08,0.0
2018-08-19,52,1,52,451,2018-08,139.91999999999996
2018-08-20,48,3,46,361,2018-08,163.32
2018-08-21,14,2,14,116,2018-08,89.99
2018-08-22,0,0,0,0,2018-08,0.0
2018-08-23,25,1,25,175,2018-08,135.26999999999998
2018-08-24,0,0,0,0,2018-08,0.0
2018-08-25,0,0,0,0,2018-08,0.0
2018-08-26,0,0,0,0,2018-08,0.0
2018-08-27,0,0,0,0,2018-08,0.0
2018-08-28,67,2,67,498,2018-08,292.34000000000003
2018-08-29,1,1,1,0,2018-08,1.45
2018-08-30,30,1,30,180,2018-08,123.5
2018-08-31,0,0,0,0,2018-08,0.0
2018-09-01,0,0,0,0,2018-09,0.0
2018-09-02,50,1,49,429,2018-09,152.36999999999998
2018-09-03,20,1,20,114,2018-09,130.5
2018-09-04,52,1,52,493,2018-09,108.39000000000001
2018-09-05,66,2,66,461,2018-09,417.84999999999997
2018-09-06,2,1,2,4,2018-09,2.17
2018-09-07,0,0,0,0,2018-09,0.0
2018-09-08,0,0,0,0,2018-09,0.0
2018-09-09,5,1,5,30,2018-09,6.379999999999999
2018-09-10,39,3,39,410,2018-09,128.74
2018-09-11,0,0,0,0,2018-09,0.0
2018-09-12,26,1,26,368,2018-09,63.0
2018-09-13,63,2,61,462,2018-09,245.81999999999994
2018-09-14,1,1,1,2,2018-09,1.65
2018-09-15,0,0,0,0,2018-09,0.0
2018-09-16,0,0,0,0,2018-09,0.0
2018-09-17,95,4,87,867,2018-09,771.78
2018-09-18,100,6,93,1008,2018-09,260.77
2018-09-19,0,0,0,0,2018-09,0.0
2018-09-20,29,1,29,267,2018-09,123.94
2018-09-21,0,0,0,0,2018-09,0.0
2018-09-22,0,0,0,0,2018-09,0.0
2018-09-23,11,1,11,68,2018-09,81.3
2018-09-24,171,6,113,1350,2018-09,573.8700000000001
2018-09-25,102,2,99,929,2018-09,317.39000000000004
2018-09-26,35,7,31,253,2018-09,1632.02
2018-09-27,113,4,106,1010,2018-09,2798.71
2018-09-28,0,0,0,0,2018-09,0.0
2018-09-29,0,0,0,0,2018-09,0.0
2018-09-30,240,5,211,2558,2018-09,652.2100000000002
2018-10-01,13,2,13,81,2018-10,111.69999999999999
2018-10-02,29,4,27,243,2018-10,5022.74
2018-10-03,39,2,38,314,2018-10,223.34999999999997
2018-10-04,0,0,0,0,2018-10,0.0
2018-10-05,29,2,29,183,2018-10,178.71999999999997
2018-10-06,0,0,0,0,2018-10,0.0
2018-10-07,0,0,0,0,2018-10,0.0
2018-10-08,55,1,55,372,2018-10,176.32999999999998
2018-10-09,0,0,0,0,2018-10,0.0
2018-10-10,26,2,20,120,2018-10,212.95
2018-10-11,164,3,148,1314,2018-10,600.26
2018-10-12,0,0,0,0,2018-10,0.0
2018-10-13,0,0,0,0,2018-10,0.0
2018-10-14,63,1,63,518,2018-10,301.0
2018-10-15,78,3,74,531,2018-10,418.54999999999995
2018-10-16,73,4,71,548,2018-10,283.55
2018-10-17,18,2,18,125,2018-10,103.72
2018-10-18,156,8,131,1512,2018-10,679.72
2018-10-19,53,5,52,310,2018-10,1868.9200000000003
2018-10-20,0,0,0,0,2018-10,0.0
2018-10-21,0,0,0,0,2018-10,0.0
2018-10-22,54,2,53,435,2018-10,220.82
2018-10-23,130,4,126,1146,2018-10,520.02
2018-10-24,150,2,145,1521,2018-10,429.88
2018-10-25,77,7,70,602,2018-10,8086.079999999999
2018-10-26,0,0,0,0,2018-10,0.0
2018-10-27,0,0,0,0,2018-10,0.0
2018-10-28,0,0,0,0,2018-10,0.0
2018-10-29,48,2,46,412,2018-10,189.82999999999998
2018-10-30,6,1,6,11,2018-10,20.25
2018-10-31,73,3,68,580,2018-10,362.58000000000004
2018-11-01,40,2,39,388,2018-11,111.19
2018-11-02,104,7,69,947,2018-11,394.9200000000001
2018-11-03,0,0,0,0,2018-11,0.0
2018-11-04,17,1,17,149,2018-11,57.31999999999999
2018-11-05,39,1,39,344,2018-11,183.43999999999997
2018-11-06,81,3,81,765,2018-11,267.01000000000005
2018-11-07,48,2,46,433,2018-11,118.25
2018-11-08,1,1,1,3,2018-11,9.95
2018-11-09,51,3,49,489,2018-11,313.41
2018-11-10,0,0,0,0,2018-11,0.0
2018-11-11,0,0,0,0,2018-11,0.0
2018-11-12,262,5,253,1982,2018-11,956.51
2018-11-13,94,3,89,845,2018-11,356.87999999999994
2018-11-14,0,0,0,0,2018-11,0.0
2018-11-15,64,3,62,609,2018-11,243.72
2018-11-16,35,2,35,223,2018-11,210.29999999999998
2018-11-17,0,0,0,0,2018-11,0.0
2018-11-18,30,3,29,205,2018-11,205.91999999999996
2018-11-19,7,1,7,60,2018-11,77.25
2018-11-20,39,4,38,293,2018-11,257.96
2018-11-21,4,3,4,8,2018-11,39.4
2018-11-22,0,0,0,0,2018-11,0.0
2018-11-23,41,2,41,348,2018-11,182.34
2018-11-24,0,0,0,0,2018-11,0.0
2018-11-25,0,0,0,0,2018-11,0.0
2018-11-26,37,2,37,252,2018-11,282.53999999999996
2018-11-27,0,0,0,0,2018-11,0.0
2018-11-28,42,2,21,345,2018-11,267.28
2018-11-29,6,2,3,23,2018-11,22.5
2018-11-30,170,3,84,1481,2018-11,677.52
2018-12-01,0,0,0,0,2018-12,0.0
2018-12-02,0,0,0,0,2018-12,0.0
2018-12-03,72,3,34,639,2018-12,430.80000000000007
2018-12-04,0,0,0,0,2018-12,0.0
2018-12-05,0,0,0,0,2018-12,0.0
2018-12-06,64,1,32,435,2018-12,339.3
2018-12-07,51,1,51,333,2018-12,240.35
2018-12-08,0,0,0,0,2018-12,0.0
2018-12-09,0,0,0,0,2018-12,0.0
2018-12-10,0,0,0,0,2018-12,0.0
2018-12-11,0,0,0,0,2018-12,0.0
2018-12-12,0,0,0,0,2018-12,0.0
2018-12-13,23,2,23,207,2018-12,88.61
2018-12-14,68,2,60,570,2018-12,352.76
2018-12-15,0,0,0,0,2018-12,0.0
2018-12-16,18,1,18,130,2018-12,112.75
2018-12-17,21,2,21,46,2018-12,86.81
2018-12-18,29,1,29,192,2018-12,127.4
2018-12-19,0,0,0,0,2018-12,0.0
2018-12-20,16,2,15,111,2018-12,95.75
2018-12-21,0,0,0,0,2018-12,0.0
2018-12-22,0,0,0,0,2018-12,0.0
2018-12-23,0,0,0,0,2018-12,0.0
2018-12-24,0,0,0,0,2018-12,0.0
2018-12-25,0,0,0,0,2018-12,0.0
2018-12-26,0,0,0,0,2018-12,0.0
2018-12-27,0,0,0,0,2018-12,0.0
2018-12-28,0,0,0,0,2018-12,0.0
2018-12-29,0,0,0,0,2018-12,0.0
2018-12-30,0,0,0,0,2018-12,0.0
2018-12-31,0,0,0,0,2018-12,0.0
2019-01-01,0,0,0,0,2019-01,0.0
2019-01-02,15,1,15,40,2019-01,89.77000000000001
2019-01-03,0,0,0,0,2019-01,0.0
2019-01-04,0,0,0,0,2019-01,0.0
2019-01-05,0,0,0,0,2019-01,0.0
2019-01-06,13,1,13,85,2019-01,83.69999999999999
2019-01-07,1,1,1,3,2019-01,3.75
2019-01-08,0,0,0,0,2019-01,0.0
2019-01-09,0,0,0,0,2019-01,0.0
2019-01-10,0,0,0,0,2019-01,0.0
2019-01-11,41,1,41,425,2019-01,128.19
2019-01-12,0,0,0,0,2019-01,0.0
2019-01-13,0,0,0,0,2019-01,0.0
2019-01-14,0,0,0,0,2019-01,0.0
2019-01-15,10,1,10,105,2019-01,73.67
2019-01-16,0,0,0,0,2019-01,0.0
2019-01-17,21,1,21,241,2019-01,66.35
2019-01-18,0,0,0,0,2019-01,0.0
2019-01-19,0,0,0,0,2019-01,0.0
2019-01-20,0,0,0,0,2019-01,0.0
2019-01-21,15,1,15,47,2019-01,145.19
2019-01-22,0,0,0,0,2019-01,0.0
2019-01-23,52,1,52,497,2019-01,124.07000000000001
2019-01-24,21,1,21,161,2019-01,139.92
2019-01-25,0,0,0,0,2019-01,0.0
2019-01-26,0,0,0,0,2019-01,0.0
2019-01-27,0,0,0,0,2019-01,0.0
2019-01-28,0,0,0,0,2019-01,0.0
2019-01-29,45,1,45,372,2019-01,140.35999999999999
2019-01-30,1,1,1,4,2019-01,3.75
2019-01-31,40,1,40,254,2019-01,222.81
2019-02-01,13,1,13,75,2019-02,106.05
2019-02-02,0,0,0,0,2019-02,0.0
2019-02-03,0,0,0,0,2019-02,0.0
2019-02-04,0,0,0,0,2019-02,0.0
2019-02-05,2,1,2,3,2019-02,19.9
2019-02-06,0,0,0,0,2019-02,0.0
2019-02-07,0,0,0,0,2019-02,0.0
2019-02-08,0,0,0,0,2019-02,0.0
2019-02-09,0,0,0,0,2019-02,0.0
2019-02-10,0,0,0,0,2019-02,0.0
2019-02-11,114,2,108,1125,2019-02,339.69
2019-02-12,133,2,129,708,2019-02,364.23
2019-02-13,0,0,0,0,2019-02,0.0
2019-02-14,14,1,14,87,2019-02,91.24000000000001
2019-02-15,10,1,10,61,2019-02,82.5
2019-02-16,0,0,0,0,2019-02,0.0
2019-02-17,0,0,0,0,2019-02,0.0
2019-02-18,47,2,46,380,2019-02,159.76999999999995
2019-02-19,0,0,0,0,2019-02,0.0
2019-02-20,15,1,15,161,2019-02,88.06999999999998
2019-02-21,0,0,0,0,2019-02,0.0
2019-02-22,6,1,6,14,2019-02,25.0
2019-02-23,0,0,0,0,2019-02,0.0
2019-02-24,0,0,0,0,2019-02,0.0
2019-02-25,0,0,0,0,2019-02,0.0
2019-02-26,6,1,6,66,2019-02,25.0
2019-02-27,0,0,0,0,2019-02,0.0
2019-02-28,1,1,1,2,2019-02,0.85
2019-03-01,75,2,70,671,2019-03,235.97000000000003
2019-03-02,0,0,0,0,2019-03,0.0
2019-03-03,0,0,0,0,2019-03,0.0
2019-03-04,0,0,0,0,2019-03,0.0
2019-03-05,0,0,0,0,2019-03,0.0
2019-03-06,0,0,0,0,2019-03,0.0
2019-03-07,63,4,63,686,2019-03,255.57
2019-03-08,4,4,1,9,2019-03,6748.68
2019-03-09,0,0,0,0,2019-03,0.0
2019-03-10,0,0,0,0,2019-03,0.0
2019-03-11,102,3,99,707,2019-03,448.11000000000007
2019-03-12,96,3,95,920,2019-03,389.94000000000005
2019-03-13,0,0,0,0,2019-03,0.0
2019-03-14,26,2,26,303,2019-03,81.44
2019-03-15,44,1,44,259,2019-03,211.11999999999998
2019-03-16,0,0,0,0,2019-03,0.0
2019-03-17,11,1,11,73,2019-03,79.2
2019-03-18,0,0,0,0,2019-03,0.0
2019-03-19,0,0,0,0,2019-03,0.0
2019-03-20,0,0,0,0,2019-03,0.0
2019-03-21,16,1,16,114,2019-03,106.2
2019-03-22,43,1,43,359,2019-03,118.91
2019-03-23,0,0,0,0,2019-03,0.0
2019-03-24,3,1,3,5,2019-03,24.79
2019-03-25,39,1,39,357,2019-03,167.64
2019-03-26,27,1,27,227,2019-03,126.49999999999999
2019-03-27,0,0,0,0,2019-03,0.0
2019-03-28,9,1,9,45,2019-03,79.4
2019-03-29,67,1,67,537,2019-03,231.63
2019-03-30,0,0,0,0,2019-03,0.0
2019-03-31,0,0,0,0,2019-03,0.0
2019-04-01,29,2,29,239,2019-04,141.14
2019-04-02,0,0,0,0,2019-04,0.0
2019-04-03,65,1,65,541,2019-04,177.47
2019-04-04,33,2,33,286,2019-04,139.57
2019-04-05,0,0,0,0,2019-04,0.0
2019-04-06,0,0,0,0,2019-04,0.0
2019-04-07,0,0,0,0,2019-04,0.0
2019-04-08,61,2,61,457,2019-04,218.68999999999997
2019-04-09,0,0,0,0,2019-04,0.0
2019-04-10,0,0,0,0,2019-04,0.0
2019-04-11,0,0,0,0,2019-04,0.0
2019-04-12,0,0,0,0,2019-04,0.0
2019-04-13,0,0,0,0,2019-04,0.0
2019-04-14,25,1,25,135,2019-04,168.14
2019-04-15,0,0,0,0,2019-04,0.0
2019-04-16,21,1,21,196,2019-04,93.71
2019-04-17,0,0,0,0,2019-04,0.0
2019-04-18,0,0,0,0,2019-04,0.0
2019-04-19,0,0,0,0,2019-04,0.0
2019-04-20,0,0,0,0,2019-04,0.0
2019-04-21,0,0,0,0,2019-04,0.0
2019-04-22,0,0,0,0,2019-04,0.0
2019-04-23,0,0,0,0,2019-04,0.0
2019-04-24,5,1,5,46,2019-04,58.50000000000001
2019-04-25,0,0,0,0,2019-04,0.0
2019-04-26,0,0,0,0,2019-04,0.0
2019-04-27,0,0,0,0,2019-04,0.0
2019-04-28,0,0,0,0,2019-04,0.0
2019-04-29,0,0,0,0,2019-04,0.0
2019-04-30,68,2,68,482,2019-04,289.30999999999995
2019-05-01,0,0,0,0,2019-05,0.0
2019-05-02,24,2,23,194,2019-05,115.22999999999999
2019-05-03,20,1,20,201,2019-05,75.37
2019-05-04,0,0,0,0,2019-05,0.0
2019-05-05,49,1,49,386,2019-05,154.82999999999998
2019-05-06,0,0,0,0,2019-05,0.0
2019-05-07,38,3,37,289,2019-05,146.04999999999998
2019-05-08,0,0,0,0,2019-05,0.0
2019-05-09,0,0,0,0,2019-05,0.0
2019-05-10,0,0,0,0,2019-05,0.0
2019-05-11,0,0,0,0,2019-05,0.0
2019-05-12,18,1,18,130,2019-05,142.29
2019-05-13,138,4,125,1163,2019-05,525.58
2019-05-14,50,3,50,319,2019-05,223.87
2019-05-15,60,1,60,440,2019-05,238.57999999999996
2019-05-16,46,2,46,368,2019-05,262.90000000000003
